ticket_id,company_type,created_at,department,employee_role,channel,ticket_text,category,subcategory,true_category,true_subcategory,label_quality,priority,status,sentiment,resolution_hours
ENT-029838,Global Technology Consulting Company,2025-10-09 12:31,Marketing,Engineer,Phone,I received a suspicious message and want someone to review it,Security,Account Compromise,Security,Account Compromise,clean_label,Medium,Waiting on Vendor,Neutral,
ENT-026111,Global Technology Consulting Company,2025-04-28 17:22,Marketing,Engineer,Phone,"I am seeing this issue again today. I need the same local permission I had on my previous device. Also, i have a question about my employee record and need help updating it.",Administrative Rights,Local Admin,Administrative Rights,Local Admin,clean_label,Medium,Closed,Urgent,34.9
ENT-001359,Global Technology Consulting Company,2025-03-22 15:41,Operations,Engineer,Chat,"Not sure if this belongs to IT or another team. I can use the system, but the physical setup is unreliable.",Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,Critical,Waiting on User,Neutral,
ENT-026624,Global Technology Consulting Company,2025-04-02 17:39,Executive Office,Consultant,Walk-up,The installer is blocked by policy even though it is work-related.,Administrative Rights,Developer Tool Permission,Administrative Rights,Developer Tool Permission,clean_label,Medium,Resolved,Urgent,15.4
ENT-004025,Global Technology Consulting Company,2025-06-30 06:44,Engineering,Intern,Portal,The screen or attached equipment randomly stops responding.,Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Medium,Waiting on User,Frustrated,
ENT-015062,Global Technology Consulting Company,2025-01-21 18:34,HR,Analyst,Phone,A teammate can open the location but I get a blocked message.,Access,Email Access,Access,Email Access,clean_label,Medium,In Progress,Neutral,
ENT-013618,Global Technology Consulting Company,2025-01-27 06:24,Engineering,Manager,Walk-up,I am blocked right now and not sure what changed. I have a question about my employee record and need help updating it.,HR Support,Onboarding,HR Support,Onboarding,clean_label,Medium,Open,Neutral,
ENT-021398,Global Technology Consulting Company,2025-10-19 06:46,Executive Office,Director,Walk-up,"I am unable to save or recover files needed for a project. Also, i may have clicked something suspicious and need guidance. screenshot attached",Storage,OneDrive Full,Storage,OneDrive Full,clean_label,Medium,Closed,Confused,61.3
ENT-000901,Global Technology Consulting Company,2025-04-30 07:20,Customer Support,Consultant,Email,The device keeps disconnecting during calls and client work.,Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,High,In Progress,Neutral,
ENT-015196,Global Technology Consulting Company,2025-07-24 21:37,Consulting,Intern,Phone,i need help before my next meting. the login works in one place but fails in another.,Access,Password Reset,Access,Password Reset,clean_label,High,Open,Frustrated,
ENT-020306,Global Technology Consulting Company,2025-06-02 20:24,Operations,Team Lead,Portal,can someone check this for me? a folder disappeared and i need to know if it can be restored. pls advise,Storage,OneDrive Full,Storage,OneDrive Full,clean_label,Medium,Closed,Urgent,38.6
ENT-008399,Global Technology Consulting Company,2025-08-29 08:32,Executive Office,Engineer,Walk-up,"I can use the system, but the physical setup is unreliable.",Hardware,Webcam,Hardware,Webcam,clean_label,Medium,In Progress,Confused,
ENT-005851,Global Technology Consulting Company,2025-05-25 04:09,HR,Director,Chat,the machine is very slow and makes it hard to complete normal tasks,Hardware,Docking Station,Hardware,Docking Station,clean_label,Low,Resolved,Neutral,83.8
ENT-029035,Global Technology Consulting Company,2025-05-24 15:40,Operations,Coordinator,Chat,Can someone check this for me? Internal pages load slowly or fail during meetings.,Network,Ethernet,Network,Ethernet,clean_label,High,Resolved,Neutral,26.3
ENT-005009,Global Technology Consulting Company,2025-07-11 16:00,Engineering,Team Lead,Walk-up,Not sure if this belongs to IT or another team. My keyboard/mouse is not working properly. there is a weird warning message,Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,High,Resolved,Neutral,28.7
ENT-010638,Global Technology Consulting Company,2025-01-27 01:32,HR,Consultant,Portal,I need help with onboarding/offboarding paperwork for a team member.,HR Support,Onboarding,HR Support,Onboarding,clean_label,Low,Closed,Frustrated,68.5
ENT-023987,Global Technology Consulting Company,2025-06-11 10:14,Operations,Engineer,Email,Can someone check this for me? The approval flow for a purchase is confusing or stuck. screenshot attached,Software,Browser,Purchase,Equipment Procurement,noisy_label,Medium,In Progress,Urgent,
ENT-002519,Global Technology Consulting Company,2025-08-29 12:39,HR,Coordinator,Walk-up,my desktop is not working properly. i need the same setup as my teammate,Hardware,Desktop,Hardware,Desktop,clean_label,Medium,Resolved,Neutral,47.6
ENT-019096,Global Technology Consulting Company,2025-03-16 08:15,HR,Specialist,Phone,The error message is not very clear. The login works in one place but fails in another.,Security,Malware Alert,Access,Shared Drive Access,noisy_label,Critical,In Progress,Neutral,
ENT-021407,Global Technology Consulting Company,2025-07-18 14:47,Finance,Senior Associate,Portal,Can someone check this for me? I am unable to save or recover files needed for a project.,Storage,File Recovery,Storage,File Recovery,clean_label,High,Resolved,Neutral,20.8
ENT-018333,Global Technology Consulting Company,2025-06-17 18:55,Sales,Director,Chat,the login works in one place but fails in another. screenshot attached,Access,MFA Enrollment,Access,MFA Enrollment,clean_label,Medium,Resolved,Neutral,49.1
ENT-007297,Global Technology Consulting Company,2025-04-22 22:38,Delivery,Manager,Phone,"This is affecting my work for a client deliverable. My headset is not working properly. I am getting blocked by permissions Also, the project tracker is not visible to everyone who needs it.",Hardware,Headset,Hardware,Headset,clean_label,Medium,Resolved,Urgent,55.1
ENT-009117,Global Technology Consulting Company,2025-03-17 09:11,Consulting,Consultant,Email,I am blocked right now and not sure what changed. I submitted something for HR but cannot see the status anywhere.,HR Support,Leave Request,HR Support,Leave Request,clean_label,Medium,Closed,Frustrated,27.1
ENT-026472,Global Technology Consulting Company,2025-04-25 20:41,Operations,Manager,Walk-up,I need help before my next mtg. A setup step needs elevated access for a short time. pls advise,Administrative Rights,Local Admin,Administrative Rights,Local Admin,clean_label,Low,Closed,Frustrated,155.0
ENT-014878,Global Technology Consulting Company,2025-01-06 23:02,Sales,Coordinator,Portal,I need help with onboarding/offboarding paperwork for a team member.,HR Support,Offboarding,HR Support,Offboarding,clean_label,Medium,Resolved,Confused,14.8
ENT-001516,Global Technology Consulting Company,2025-08-18 09:49,Customer Support,Director,Phone,I am seeing this issue again today. The device keeps disconnecting during calls and client work.,Hardware,Webcam,Hardware,Webcam,clean_label,Medium,Resolved,Confused,83.4
ENT-001471,Global Technology Consulting Company,2025-08-09 20:45,Sales,Engineer,Email,I tried the usual steps but it still does not work. The device keeps disconnecting during calls and client work.,Hardware,Laptop,Hardware,Laptop,clean_label,Medium,In Progress,Neutral,
ENT-022462,Global Technology Consulting Company,2025-09-19 11:30,Delivery,Analyst,Walk-up,This started happening after yesterday afternoon. A vendor quote or license request needs review. pls advise,Purchase,Laptop Request,Purchase,Laptop Request,clean_label,Medium,Resolved,Neutral,12.9
ENT-013353,Global Technology Consulting Company,2025-07-22 16:25,Executive Office,Consultant,Chat,i tried the usual steps but it still does not work. my payroll or benefits information does not look right this cycle.,HR Support,Payroll,HR Support,Payroll,clean_label,Medium,Open,Neutral,
ENT-018670,Global Technology Consulting Company,2025-06-23 09:54,Legal,Intern,Phone,the login works in one place but fails in another,Access,VPN Access,Access,VPN Access,clean_label,Medium,Resolved,Urgent,37.6
ENT-005418,Global Technology Consulting Company,2025-08-27 19:28,Executive Office,Coordinator,Walk-up,The device keeps disconnecting during calls and client work.,Software,Adobe,Hardware,Webcam,noisy_label,Medium,Closed,Neutral,34.8
ENT-008885,Global Technology Consulting Company,2025-06-21 15:22,Delivery,Team Lead,Phone,"This started happening after yday afternoon. I need help with onboarding/offboarding paperwork for a team member. Also, a folder disappeared and i need to know if it can be restored.",HR Support,Onboarding,HR Support,Onboarding,clean_label,Medium,Resolved,Confused,95.4
ENT-009777,Global Technology Consulting Company,2025-01-27 10:26,Operations,Intern,Portal,Not sure if this belongs to IT or another team. I need help with onboarding/offboarding paperwork for a team member.,HR Support,Timesheet,HR Support,Timesheet,clean_label,Low,Resolved,Neutral,57.8
ENT-025356,Global Technology Consulting Company,2025-11-19 21:06,Legal,Analyst,Portal,Can someone check this for me? We need support setting up internal tools for a new initiative.,Access,Salesforce Access,Internal Project,Jira Project,noisy_label,High,Resolved,Neutral,28.3
ENT-002541,Global Technology Consulting Company,2025-06-10 03:02,Customer Support,Coordinator,Portal,"I can use the system, but the physical setup is unreliable.",Hardware,Desktop,Hardware,Desktop,clean_label,Medium,Open,Confused,
ENT-004362,Global Technology Consulting Company,2025-07-25 02:16,Executive Office,Intern,Email,this started happening after yesterday afternoon the machine is very slow and makes it hard to complete normal tasks,Hardware,Battery,Hardware,Battery,clean_label,Medium,Closed,Frustrated,85.1
ENT-014578,Global Technology Consulting Company,2025-07-14 23:41,Marketing,Director,Portal,"My payroll or benefits information does not look right this cycle. Also, the screen or attached equipment randomly stops responding.",HR Support,Offboarding,HR Support,Offboarding,clean_label,High,Closed,Urgent,28.3
ENT-014920,Global Technology Consulting Company,2025-07-20 12:46,Executive Office,Analyst,Email,I submitted something for HR but cannot see the status anywhere.,HR Support,Offboarding,HR Support,Offboarding,clean_label,Low,Waiting on User,Frustrated,
ENT-007579,Global Technology Consulting Company,2025-06-27 01:37,HR,Engineer,Email,the error message is not very clear the machine is very slow and makes it hard to complete normal tasks,Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Low,Closed,Neutral,45.7
ENT-009212,Global Technology Consulting Company,2025-08-31 15:13,Executive Office,Senior Associate,Walk-up,I am blocked right now and not sure what changed. I have a question about my employee record and need help updating it.,Internal Project,Team Workspace,HR Support,Policy Question,noisy_label,Low,Closed,Urgent,82.1
ENT-014484,Global Technology Consulting Company,2025-07-16 11:49,Operations,Senior Associate,Email,I have a question about my employee record and need help updating it.,HR Support,Timesheet,HR Support,Timesheet,clean_label,Medium,Resolved,Neutral,70.6
ENT-021203,Global Technology Consulting Company,2025-02-08 18:50,Sales,Engineer,Chat,Not sure if this belongs to IT or another team. I am unable to save or recover files needed for a project. screenshot attached,Software,Office Apps,Storage,Backup Request,noisy_label,High,Open,Neutral,
ENT-010861,Global Technology Consulting Company,2025-08-25 07:12,Customer Support,Manager,Portal,My payroll or benefits information does not look right this cycle.,HR Support,Offboarding,HR Support,Offboarding,clean_label,Medium,Resolved,Neutral,77.2
ENT-008281,Global Technology Consulting Company,2025-04-14 07:35,Finance,Coordinator,Portal,the machine is very slow and makes it hard to complete normal tasks.,Hardware,Battery,Hardware,Battery,clean_label,High,Open,Neutral,
ENT-021741,Global Technology Consulting Company,2025-02-02 01:17,Customer Support,Manager,Email,"the backup or sync process is not completing also, i may have clicked something suspicious and need guidance",Storage,File Recovery,Storage,File Recovery,clean_label,High,Resolved,Neutral,5.1
